,Title,skill Reading Comprehension Importance,skill Reading Comprehension Level,skill Active Listening Importance,skill Active Listening Level,skill Writing Importance,skill Writing Level,skill Speaking Importance,skill Speaking Level,skill Mathematics Importance,skill Mathematics Level,skill Science Importance,skill Science Level,skill Critical Thinking Importance,skill Critical Thinking Level,skill Active Learning Importance,skill Active Learning Level,skill Learning Strategies Importance,skill Learning Strategies Level,skill Monitoring Importance,skill Monitoring Level,skill Social Perceptiveness Importance,skill Social Perceptiveness Level,skill Coordination Importance,skill Coordination Level,skill Persuasion Importance,skill Persuasion Level,skill Negotiation Importance,skill Negotiation Level,skill Instructing Importance,skill Instructing Level,skill Service Orientation Importance,skill Service Orientation Level,skill Complex Problem Solving Importance,skill Complex Problem Solving Level,skill Operations Analysis Importance,skill Operations Analysis Level,skill Technology Design Importance,skill Technology Design Level,skill Equipment Selection Importance,skill Equipment Selection Level,skill Installation Importance,skill Installation Level,skill Programming Importance,skill Programming Level,skill Operation Monitoring Importance,skill Operation Monitoring Level,skill Operation and Control Importance,skill Operation and Control Level,skill Equipment Maintenance Importance,skill Equipment Maintenance Level,skill Troubleshooting Importance,skill Troubleshooting Level,skill Repairing Importance,skill Repairing Level,skill Quality Control Analysis Importance,skill Quality Control Analysis Level,skill Judgment and Decision Making Importance,skill Judgment and Decision Making Level,skill Systems Analysis Importance,skill Systems Analysis Level,skill Systems Evaluation Importance,skill Systems Evaluation Level,skill Time Management Importance,skill Time Management Level,skill Management of Financial Resources Importance,skill Management of Financial Resources Level,skill Management of Material Resources Importance,skill Management of Material Resources Level,skill Management of Personnel Resources Importance,skill Management of Personnel Resources Level,skills_N,abilities Oral Comprehension Importance,abilities Oral Comprehension Level,abilities Written Comprehension Importance,abilities Written Comprehension Level,abilities Oral Expression Importance,abilities Oral Expression Level,abilities Written Expression Importance,abilities Written Expression Level,abilities Fluency of Ideas Importance,abilities Fluency of Ideas Level,abilities Originality Importance,abilities Originality Level,abilities Problem Sensitivity Importance,abilities Problem Sensitivity Level,abilities Deductive Reasoning Importance,abilities Deductive Reasoning Level,abilities Inductive Reasoning Importance,abilities Inductive Reasoning Level,abilities Information Ordering Importance,abilities Information Ordering Level,abilities Category Flexibility Importance,abilities Category Flexibility Level,abilities Mathematical Reasoning Importance,abilities Mathematical Reasoning Level,abilities Number Facility Importance,abilities Number Facility Level,abilities Memorization Importance,abilities Memorization Level,abilities Speed of Closure Importance,abilities Speed of Closure Level,abilities Flexibility of Closure Importance,abilities Flexibility of Closure Level,abilities Perceptual Speed Importance,abilities Perceptual Speed Level,abilities Spatial Orientation Importance,abilities Spatial Orientation Level,abilities Visualization Importance,abilities Visualization Level,abilities Selective Attention Importance,abilities Selective Attention Level,abilities Time Sharing Importance,abilities Time Sharing Level,abilities Arm-Hand Steadiness Importance,abilities Arm-Hand Steadiness Level,abilities Manual Dexterity Importance,abilities Manual Dexterity Level,abilities Finger Dexterity Importance,abilities Finger Dexterity Level,abilities Control Precision Importance,abilities Control Precision Level,abilities Multilimb Coordination Importance,abilities Multilimb Coordination Level,abilities Response Orientation Importance,abilities Response Orientation Level,abilities Rate Control Importance,abilities Rate Control Level,abilities Reaction Time Importance,abilities Reaction Time Level,abilities Wrist-Finger Speed Importance,abilities Wrist-Finger Speed Level,abilities Speed of Limb Movement Importance,abilities Speed of Limb Movement Level,abilities Static Strength Importance,abilities Static Strength Level,abilities Explosive Strength Importance,abilities Explosive Strength Level,abilities Dynamic Strength Importance,abilities Dynamic Strength Level,abilities Trunk Strength Importance,abilities Trunk Strength Level,abilities Stamina Importance,abilities Stamina Level,abilities Extent Flexibility Importance,abilities Extent Flexibility Level,abilities Dynamic Flexibility Importance,abilities Dynamic Flexibility Level,abilities Gross Body Coordination Importance,abilities Gross Body Coordination Level,abilities Gross Body Equilibrium Importance,abilities Gross Body Equilibrium Level,abilities Near Vision Importance,abilities Near Vision Level,abilities Far Vision Importance,abilities Far Vision Level,abilities Visual Color Discrimination Importance,abilities Visual Color Discrimination Level,abilities Night Vision Importance,abilities Night Vision Level,abilities Peripheral Vision Importance,abilities Peripheral Vision Level,abilities Depth Perception Importance,abilities Depth Perception Level,abilities Glare Sensitivity Importance,abilities Glare Sensitivity Level,abilities Hearing Sensitivity Importance,abilities Hearing Sensitivity Level,abilities Auditory Attention Importance,abilities Auditory Attention Level,abilities Sound Localization Importance,abilities Sound Localization Level,abilities Speech Recognition Importance,abilities Speech Recognition Level,abilities Speech Clarity Importance,abilities Speech Clarity Level,abilities_N,knowledge Administration and Management Importance,knowledge Administration and Management Level,knowledge Clerical Importance,knowledge Clerical Level,knowledge Economics and Accounting Importance,knowledge Economics and Accounting Level,knowledge Sales and Marketing Importance,knowledge Sales and Marketing Level,knowledge Customer and Personal Service Importance,knowledge Customer and Personal Service Level,knowledge Personnel and Human Resources Importance,knowledge Personnel and Human Resources Level,knowledge Production and Processing Importance,knowledge Production and Processing Level,knowledge Food Production Importance,knowledge Food Production Level,knowledge Computers and Electronics Importance,knowledge Computers and Electronics Level,knowledge Engineering and Technology Importance,knowledge Engineering and Technology Level,knowledge Design Importance,knowledge Design Level,knowledge Building and Construction Importance,knowledge Building and Construction Level,knowledge Mechanical Importance,knowledge Mechanical Level,knowledge Mathematics Importance,knowledge Mathematics Level,knowledge Physics Importance,knowledge Physics Level,knowledge Chemistry Importance,knowledge Chemistry Level,knowledge Biology Importance,knowledge Biology Level,knowledge Psychology Importance,knowledge Psychology Level,knowledge Sociology and Anthropology Importance,knowledge Sociology and Anthropology Level,knowledge Geography Importance,knowledge Geography Level,knowledge Medicine and Dentistry Importance,knowledge Medicine and Dentistry Level,knowledge Therapy and Counseling Importance,knowledge Therapy and Counseling Level,knowledge Education and Training Importance,knowledge Education and Training Level,knowledge English Language Importance,knowledge English Language Level,knowledge Foreign Language Importance,knowledge Foreign Language Level,knowledge Fine Arts Importance,knowledge Fine Arts Level,knowledge History and Archeology Importance,knowledge History and Archeology Level,knowledge Philosophy and Theology Importance,knowledge Philosophy and Theology Level,knowledge Public Safety and Security Importance,knowledge Public Safety and Security Level,knowledge Law and Government Importance,knowledge Law and Government Level,knowledge Telecommunications Importance,knowledge Telecommunications Level,knowledge Communications and Media Importance,knowledge Communications and Media Level,knowledge Transportation Importance,knowledge Transportation Level,knowledge N
121,Computer Systems Engineers/Architects,4.12,4.25,4.0,4.0,3.88,4.0,3.75,3.88,3.12,3.25,3.12,3.5,4.12,3.88,3.75,4.0,3.0,3.25,3.5,3.75,3.0,3.0,3.12,3.12,3.0,3.0,3.0,3.0,3.12,3.12,3.0,2.88,3.88,4.0,3.75,4.5,2.38,2.38,1.5,1.38,1.62,1.12,3.38,4.12,2.88,2.88,1.5,0.75,1.5,1.12,2.5,2.5,1.5,0.88,3.0,3.75,3.38,4.0,3.88,4.0,4.0,4.25,3.25,3.38,2.38,2.75,2.12,2.12,3.0,3.0,8,4.0,4.5,4.0,4.12,3.88,4.12,4.0,4.5,3.38,4.0,3.88,4.0,4.12,4.12,3.88,4.25,3.88,4.0,3.88,3.88,3.12,3.75,3.25,3.25,3.12,3.25,2.62,2.75,2.75,2.88,3.0,3.0,3.0,3.0,1.0,0.0,2.88,3.38,3.12,3.25,2.25,2.25,1.75,1.38,1.75,1.38,2.25,2.12,1.88,1.62,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.25,1.38,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.62,3.88,2.75,2.75,2.0,2.12,1.0,0.0,1.0,0.0,1.88,1.12,1.0,0.0,2.0,1.75,2.0,1.75,1.0,0.0,3.25,3.25,3.25,3.25,8,3.2,4.07,2.28,3.23,2.17,2.31,1.83,2.03,3.1,3.93,2.48,2.93,2.57,2.87,1.03,0.17,4.73,6.59,4.0,4.93,3.47,4.45,1.2,0.55,1.52,1.34,3.87,5.23,1.8,1.6,1.37,0.83,1.17,0.53,2.33,2.27,1.77,1.62,1.53,1.43,1.13,0.37,1.2,0.57,2.86,4.03,3.93,4.43,1.27,0.67,1.13,0.53,1.37,0.9,1.4,1.13,2.21,2.07,2.37,2.6,3.3,3.73,2.7,3.13,1.43,0.9,30.0
122,Web Administrators,3.88,4.12,3.75,3.88,3.25,3.38,3.25,3.5,2.12,2.12,2.12,2.38,4.0,4.12,3.12,3.75,3.0,3.0,3.38,3.5,2.88,3.0,3.0,3.25,2.5,2.62,2.5,2.75,3.0,3.62,2.88,2.88,3.75,3.88,2.75,3.5,2.38,2.25,1.75,1.38,1.62,1.0,3.12,2.88,2.38,2.25,1.75,1.12,1.12,0.12,2.5,3.0,1.12,0.12,3.12,3.38,3.38,3.38,3.25,3.38,3.38,3.38,3.0,3.12,2.0,1.75,1.88,1.38,2.62,2.12,8,4.0,4.25,4.0,4.12,3.88,4.12,3.62,3.88,3.12,3.12,3.0,3.25,3.88,4.0,3.88,4.0,3.75,3.88,3.38,3.75,3.12,3.25,2.88,3.0,2.62,2.88,2.62,3.0,2.88,2.88,3.0,3.12,2.75,2.88,1.0,0.0,2.88,2.88,2.88,3.0,2.25,1.88,1.88,1.62,2.0,1.88,2.75,2.75,1.88,1.62,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.38,0.38,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.12,1.5,0.88,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.88,3.88,2.62,2.75,2.38,2.12,1.0,0.0,1.0,0.0,1.75,0.75,1.0,0.0,1.75,1.38,1.75,1.38,1.0,0.0,3.25,3.12,3.25,3.12,8,3.2,4.05,2.68,3.75,1.9,1.6,3.0,4.2,3.55,4.4,2.26,2.4,2.25,1.9,1.15,0.3,4.15,5.35,3.2,3.55,3.15,3.8,1.25,0.4,1.45,0.85,2.65,3.65,1.25,0.75,1.15,0.45,1.2,0.35,1.95,1.9,1.85,1.75,1.75,1.6,1.15,0.25,1.1,0.25,2.9,3.95,4.1,4.6,1.35,0.6,1.6,1.5,1.5,1.0,1.2,0.5,2.3,2.15,2.47,2.5,2.7,2.8,4.1,4.2,1.4,0.9,20.0
123,Geospatial Information Scientists and Technologists,4.0,4.38,3.88,4.0,3.88,3.88,3.75,3.88,3.38,3.38,3.88,3.88,3.75,4.0,3.62,3.75,3.0,3.12,3.0,3.25,3.0,3.0,3.12,3.38,2.62,2.62,2.62,2.62,3.0,3.25,3.0,3.0,3.75,3.88,3.25,3.5,2.12,1.75,1.38,0.38,1.0,0.0,2.88,3.0,2.0,1.88,1.38,0.38,1.0,0.0,1.12,0.25,1.0,0.0,1.38,0.62,3.62,3.38,3.12,3.75,3.0,3.62,3.0,3.25,2.0,1.88,2.0,1.88,3.0,2.88,8,4.0,4.62,4.12,4.75,4.0,4.12,3.88,4.25,3.38,3.38,3.0,3.25,3.75,3.88,3.88,4.0,3.88,4.0,3.75,4.0,3.62,3.75,3.25,3.62,3.12,3.25,2.5,2.5,2.5,2.62,3.25,3.25,2.88,2.88,1.0,0.0,3.0,3.0,3.12,3.12,2.62,2.5,2.0,1.75,2.0,1.88,2.62,2.38,2.0,2.0,1.12,0.12,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.5,1.62,0.88,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.88,3.88,3.0,3.12,2.75,2.75,1.0,0.0,1.0,0.0,1.75,1.25,1.0,0.0,2.0,1.38,2.0,1.12,1.0,0.0,3.5,3.0,3.62,3.12,8,3.04,3.83,2.52,4.17,2.04,1.57,2.3,2.87,3.23,4.5,1.91,2.05,2.41,2.67,1.14,0.27,4.39,5.7,2.83,2.78,3.09,3.83,1.65,1.13,1.7,1.43,3.86,5.09,2.14,2.22,1.83,1.74,2.35,3.04,1.61,1.26,2.26,2.45,4.87,6.83,1.57,1.04,1.39,0.65,3.3,4.96,3.96,4.74,1.7,1.26,1.57,1.04,2.17,2.57,1.26,0.7,2.43,2.3,2.48,2.91,2.22,2.09,2.83,3.09,2.3,2.45,23.0
124,Geographic Information Systems Technicians,3.62,4.25,3.12,3.75,3.12,3.75,3.38,3.5,3.12,4.38,2.62,2.62,3.75,3.88,3.25,3.62,2.88,3.0,3.0,3.38,2.75,2.62,3.0,3.25,2.62,2.75,2.38,2.12,2.75,3.38,2.75,3.12,3.38,3.5,2.38,2.88,2.5,3.0,1.62,1.75,1.38,0.88,2.75,3.0,2.12,2.0,1.62,1.25,1.5,0.62,1.5,0.75,1.38,0.5,1.88,1.5,3.25,3.38,3.0,3.12,2.62,3.12,3.0,2.5,1.75,1.25,1.75,1.25,2.62,2.62,8,3.38,4.38,3.62,4.38,3.5,3.88,3.12,3.75,2.88,3.38,2.88,3.25,3.5,3.38,3.62,4.0,4.0,3.62,3.5,4.0,3.38,3.75,3.38,4.12,3.12,3.62,2.62,2.62,2.88,2.62,3.5,3.75,3.12,3.0,2.0,2.0,3.5,3.88,2.88,3.0,2.5,2.12,2.25,2.0,2.12,1.75,3.12,2.75,2.12,2.12,1.25,0.38,1.25,0.25,1.25,0.38,1.25,0.5,1.38,0.62,1.12,0.12,1.12,0.25,1.12,0.12,1.12,0.12,1.38,0.75,1.12,0.12,1.12,0.25,1.0,0.0,1.12,0.12,1.12,0.25,3.75,4.0,2.75,3.12,2.5,2.75,1.12,0.12,1.12,0.12,2.12,1.62,1.12,0.25,2.25,1.88,2.5,2.38,1.12,0.25,3.38,3.25,3.38,3.12,8,2.71,3.52,2.72,3.27,1.61,1.43,1.67,1.76,3.06,3.72,1.55,1.03,1.85,1.22,1.1,0.29,4.58,5.56,3.38,3.88,3.7,4.38,1.71,1.2,2.2,2.52,3.89,4.68,2.48,2.7,2.26,2.29,2.36,2.51,1.59,1.26,1.75,1.44,4.55,6.29,1.0,0.0,1.03,0.06,2.78,3.49,4.13,4.29,1.04,0.04,1.48,0.84,2.0,2.21,1.02,0.05,2.64,2.66,2.67,2.81,1.7,1.27,2.03,1.73,1.91,1.81,17.0
125,Database Architects,3.62,4.38,3.5,3.62,3.38,4.0,3.5,3.75,3.0,3.38,2.0,1.75,3.88,4.25,3.12,3.62,2.88,3.12,3.25,3.62,3.12,3.12,3.25,3.25,2.75,3.25,2.62,2.88,2.75,3.5,2.75,3.0,3.5,4.0,2.75,3.12,2.62,3.12,1.62,1.38,1.62,1.12,3.25,4.12,2.25,2.38,1.75,1.62,1.25,0.38,2.12,2.75,1.25,0.62,1.88,2.0,3.62,3.75,3.5,3.5,3.25,3.75,2.88,3.0,1.62,1.0,1.88,1.38,2.5,2.62,8,3.75,4.62,3.88,4.0,3.62,4.12,3.38,3.88,3.12,3.5,3.0,3.5,3.88,4.0,4.0,4.38,3.75,3.88,3.88,4.0,3.38,3.5,2.88,3.12,3.0,3.0,2.25,2.38,2.62,2.88,2.88,3.0,2.75,2.75,1.0,0.0,2.88,3.0,3.12,3.0,2.0,2.12,1.88,1.38,1.75,1.12,1.88,1.38,1.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.12,1.75,1.0,0.0,1.0,0.0,1.0,0.0,1.88,1.12,2.12,1.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,3.75,2.38,2.38,1.88,1.38,1.0,0.0,1.0,0.0,1.88,1.12,1.0,0.0,1.88,1.5,1.75,1.38,1.0,0.0,3.12,3.0,3.5,3.0,8,2.61,3.26,1.96,2.38,2.08,2.04,1.71,1.21,2.46,2.75,1.78,2.04,1.88,1.67,1.0,0.0,4.62,6.29,3.33,4.21,3.62,4.62,1.29,0.46,1.38,0.79,3.58,4.96,1.46,0.79,1.08,0.21,1.12,0.33,1.54,1.33,1.29,0.71,1.43,1.26,1.25,0.17,1.29,0.58,2.71,3.58,3.96,4.57,1.17,0.29,1.0,0.0,1.12,0.29,1.21,0.54,2.0,1.62,2.0,2.12,2.58,2.75,2.09,2.26,1.38,0.88,23.0
126,Data Warehousing Specialists,3.88,4.0,3.5,3.62,3.25,3.38,3.38,3.62,3.0,3.25,1.88,1.25,3.88,3.88,3.0,3.25,2.62,2.75,2.88,3.12,3.0,3.0,3.12,3.38,2.75,3.12,2.62,2.62,2.62,3.38,2.62,2.62,3.62,3.5,2.75,3.38,2.62,2.75,1.5,0.88,1.0,0.0,3.75,3.75,2.5,2.25,1.88,1.62,1.12,0.25,1.62,1.0,1.12,0.25,2.38,2.25,3.38,3.62,3.5,3.5,3.25,3.5,2.88,2.75,1.75,1.38,1.88,1.62,2.12,2.0,8,3.75,4.0,3.88,4.0,3.5,4.0,3.5,4.0,3.12,3.25,3.0,3.25,3.38,3.5,3.75,4.0,3.75,3.88,3.88,4.0,3.5,3.5,3.12,3.12,3.0,3.25,2.25,2.5,2.5,2.5,3.0,3.0,2.62,2.88,1.0,0.0,2.62,2.75,3.0,3.0,1.88,1.75,1.25,0.38,1.0,0.0,1.25,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.88,1.38,1.12,0.12,1.0,0.0,1.0,0.0,1.62,0.75,2.12,1.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.62,3.88,2.38,2.38,2.12,1.75,1.0,0.0,1.0,0.0,1.62,0.88,1.0,0.0,1.88,1.38,1.75,1.25,1.0,0.0,3.5,3.25,3.38,3.0,8,2.61,3.48,1.91,2.26,2.22,2.43,1.74,1.91,2.43,2.61,2.0,2.61,2.13,2.17,1.0,0.0,4.26,5.61,2.87,3.0,3.04,3.35,1.09,0.22,1.05,0.09,3.23,4.55,1.18,0.45,1.0,0.0,1.0,0.0,1.52,1.26,1.26,0.7,1.35,0.91,1.13,0.22,1.0,0.0,2.22,3.0,3.18,3.36,1.13,0.26,1.09,0.26,1.05,0.14,1.09,0.26,1.17,0.35,1.61,1.43,2.04,2.04,1.61,1.39,1.17,0.3,23.0
127,Business Intelligence Analysts,3.88,4.38,3.88,4.12,3.5,4.0,3.75,3.88,3.25,3.75,1.88,1.12,4.0,4.38,3.75,4.0,3.0,3.25,3.25,3.75,3.38,3.5,3.25,3.5,3.12,3.38,2.88,3.12,2.88,3.5,2.75,3.0,3.38,3.75,2.25,2.12,2.25,2.12,1.25,0.5,1.12,0.12,2.62,2.75,1.75,1.12,1.25,0.38,1.38,0.38,1.25,0.62,1.0,0.0,2.0,1.75,3.62,3.75,3.5,4.12,3.38,3.75,3.5,3.25,2.38,2.25,2.25,2.12,2.75,2.75,8,3.88,4.62,4.0,4.5,3.88,4.62,3.62,4.38,3.25,3.62,3.12,3.5,3.5,3.62,4.0,4.75,3.88,4.5,3.62,3.75,3.5,3.62,3.38,3.62,3.12,3.5,2.38,2.75,2.62,2.88,3.25,3.38,2.5,2.62,1.0,0.0,2.5,2.25,3.12,2.5,2.25,2.12,1.0,0.0,1.0,0.0,2.25,2.0,1.12,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.38,3.5,2.5,2.75,1.75,1.38,1.12,0.12,1.0,0.0,1.5,0.5,1.0,0.0,1.88,1.38,1.75,1.0,1.0,0.0,3.75,3.75,3.75,3.75,8,3.33,4.42,2.33,3.62,3.09,3.0,3.78,5.26,2.79,3.12,2.0,2.75,2.04,1.75,1.17,0.5,3.29,3.83,2.46,2.29,1.5,1.08,1.12,0.33,1.33,0.75,3.33,4.29,1.42,0.71,1.54,1.17,1.33,0.88,2.42,2.75,2.17,2.33,2.38,3.08,1.21,0.33,1.12,0.25,2.67,3.71,3.96,4.42,1.96,2.0,1.08,0.25,1.58,1.58,1.7,1.74,1.75,1.21,2.62,2.88,2.21,1.79,3.04,3.5,1.54,1.17,24.0
128,Information Technology Project Managers,3.88,4.25,3.75,4.12,3.62,3.88,3.88,4.12,2.75,3.12,1.75,1.25,4.12,4.25,3.12,3.62,2.75,3.12,3.88,4.5,3.25,3.75,3.88,4.12,3.25,3.88,3.25,3.5,2.75,3.25,3.0,3.25,3.38,3.75,2.0,2.12,1.88,1.5,1.0,0.0,1.0,0.0,1.75,1.12,1.88,1.12,1.25,0.38,1.0,0.0,1.12,0.25,1.0,0.0,1.88,1.38,3.38,3.88,3.5,3.5,3.25,3.62,3.88,4.0,3.25,4.0,3.0,3.5,3.5,3.88,8,4.0,4.38,4.0,4.38,4.0,4.25,4.0,4.0,3.25,3.5,3.12,3.38,3.88,3.75,3.62,4.25,3.5,3.62,3.5,3.62,3.38,3.5,2.88,3.25,3.0,3.12,2.38,2.62,2.5,2.75,3.0,3.12,2.62,2.62,1.0,0.0,2.62,2.75,3.0,2.88,2.25,2.12,1.0,0.0,1.0,0.0,2.25,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,3.5,2.38,2.75,2.25,1.75,1.0,0.0,1.0,0.0,1.75,0.88,1.0,0.0,2.0,1.5,2.0,1.5,1.0,0.0,3.75,3.75,3.62,3.38,8,4.0,4.61,2.65,3.65,2.81,3.35,2.42,3.0,3.74,4.61,3.26,4.03,2.32,2.77,1.06,0.1,3.71,5.0,2.94,3.48,2.81,3.48,1.55,1.35,1.61,1.52,3.29,4.42,1.61,1.29,1.29,0.74,1.2,0.5,2.74,3.16,2.16,2.48,1.65,1.81,1.1,0.19,1.65,1.45,2.84,3.94,3.74,4.19,1.71,1.61,1.23,0.43,1.39,0.77,1.68,1.65,2.19,2.17,2.77,3.16,2.77,3.03,3.0,3.03,1.73,1.42,31.0
129,Search Marketing Strategists,3.75,4.0,3.62,3.75,3.5,4.0,3.75,4.0,2.75,2.75,1.38,0.5,3.62,3.75,3.62,3.75,2.75,3.0,3.25,3.75,3.12,3.38,3.25,3.5,3.12,3.5,2.88,3.38,2.88,3.38,3.12,3.38,3.75,4.0,2.25,2.0,2.5,2.5,1.38,0.5,1.25,0.5,2.62,2.12,2.12,1.75,1.25,0.38,1.12,0.38,1.25,0.38,1.25,0.38,1.75,1.5,3.5,3.62,3.38,3.5,3.38,3.62,3.25,3.5,2.0,1.75,1.88,1.75,2.62,2.75,8,3.88,4.0,3.88,4.25,4.0,4.12,3.62,4.0,3.62,3.75,3.38,3.88,3.62,3.5,3.62,3.88,3.62,3.75,3.62,3.38,3.5,3.38,2.88,3.25,2.62,3.12,2.5,2.62,2.5,2.75,3.0,3.0,2.38,2.62,1.0,0.0,2.38,2.38,3.25,3.0,2.75,2.5,1.62,0.88,1.62,1.0,2.38,2.25,1.62,0.88,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.12,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.38,3.62,2.75,2.88,2.25,2.12,1.0,0.0,1.0,0.0,1.38,0.5,1.0,0.0,1.88,1.5,1.75,1.12,1.0,0.0,3.5,3.75,3.5,3.5,8,3.05,3.82,2.87,4.3,2.32,2.52,4.27,5.65,3.83,4.55,2.09,2.39,1.57,1.26,1.0,0.0,3.65,5.0,1.83,1.61,2.05,1.86,1.0,0.0,1.13,0.35,3.48,4.35,1.04,0.13,1.0,0.0,1.0,0.0,1.91,2.09,1.7,1.74,1.74,1.65,1.04,0.09,1.04,0.13,2.43,3.48,4.23,4.83,1.52,0.96,1.13,0.3,1.0,0.0,1.09,0.36,1.09,0.09,1.61,1.57,2.04,1.74,3.74,4.22,1.09,0.17,22.0
130,Video Game Designers,3.62,4.0,3.75,4.0,3.25,3.62,3.38,3.5,2.62,3.0,1.25,0.88,3.62,3.88,3.5,3.62,3.0,3.0,3.25,3.5,3.12,3.38,3.38,3.5,3.12,3.38,2.88,2.88,2.88,3.25,2.62,2.75,3.62,3.62,3.0,2.88,2.88,2.62,1.25,0.5,1.12,0.25,4.0,4.0,2.5,2.62,1.0,0.0,1.0,0.0,1.25,0.38,1.0,0.0,1.88,1.62,3.5,3.5,3.38,3.25,3.25,3.5,3.5,3.62,1.88,1.5,1.88,1.5,2.88,3.12,8,3.75,3.88,3.75,3.75,3.75,3.75,3.5,3.62,3.88,4.12,4.0,4.12,3.75,3.62,3.62,3.88,3.5,3.88,3.5,3.62,3.0,3.38,2.75,3.0,2.62,2.75,2.75,3.0,2.75,2.62,2.88,2.88,2.88,2.62,1.0,0.0,3.38,3.88,3.5,3.62,2.88,2.75,2.12,2.0,2.25,2.0,3.0,2.62,2.0,1.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.38,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.88,3.88,2.75,2.88,3.0,3.0,1.0,0.0,1.0,0.0,1.5,0.75,1.0,0.0,2.25,2.0,1.75,1.25,1.0,0.0,3.25,3.12,3.12,3.12,8,2.76,3.43,2.62,3.24,1.43,0.86,2.19,2.76,1.95,1.67,2.1,2.57,1.95,1.62,1.0,0.0,4.57,5.48,2.95,3.05,4.38,5.57,1.24,0.57,1.29,0.67,3.05,4.33,2.14,2.71,1.14,0.38,1.29,0.57,3.14,3.52,2.52,3.19,2.05,2.62,1.14,0.29,1.05,0.14,2.0,3.24,3.95,4.3,1.19,0.38,2.95,3.48,1.9,2.1,1.76,2.0,1.14,0.38,1.48,1.19,1.9,1.71,3.57,4.67,1.14,0.38,21.0
131,Document Management Specialists,3.88,3.75,3.75,3.75,3.62,3.62,3.12,3.38,2.25,2.25,1.0,0.0,3.62,3.75,3.38,3.38,2.75,3.12,3.75,3.38,3.0,3.25,3.25,3.12,2.88,2.75,2.75,2.62,3.0,3.0,3.0,3.0,3.5,3.5,2.38,2.25,2.12,1.88,1.0,0.0,1.38,0.5,2.5,2.0,2.12,2.0,1.25,0.5,1.12,0.25,1.25,0.62,1.0,0.0,1.88,1.38,3.12,3.38,3.5,3.38,3.25,3.25,3.38,3.25,1.75,1.5,2.0,1.88,2.75,3.0,8,3.88,4.0,4.0,4.0,3.75,3.88,3.75,3.75,3.0,3.25,3.0,3.38,3.62,3.5,3.62,3.5,3.5,3.5,3.62,3.5,3.5,3.38,2.62,2.62,2.38,2.75,2.75,2.75,2.62,2.62,2.88,2.88,2.75,2.75,1.0,0.0,2.62,2.75,3.12,3.0,2.75,2.75,2.25,2.25,2.12,1.88,2.62,2.62,2.25,1.88,1.0,0.0,1.0,0.0,1.25,0.38,1.12,0.5,1.12,0.38,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.25,1.12,0.25,1.12,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3.38,3.62,2.38,2.5,2.38,2.12,1.0,0.0,1.0,0.0,1.62,0.88,1.0,0.0,2.0,1.62,1.88,1.5,1.0,0.0,3.12,3.38,3.38,3.38,8,3.76,4.4,3.04,4.4,2.4,2.48,2.72,3.36,3.92,4.44,2.72,3.56,2.84,3.08,1.04,0.12,4.25,5.0,2.71,2.92,2.52,2.84,1.12,0.24,1.72,1.48,2.96,3.64,1.28,0.48,1.2,0.52,1.12,0.2,2.08,1.96,1.48,0.92,1.36,0.8,1.08,0.21,1.08,0.25,2.92,4.21,3.75,4.21,1.4,0.96,1.08,0.12,1.28,0.72,1.28,0.64,2.36,2.12,2.64,2.64,2.4,2.2,2.88,2.84,1.44,0.92,25.0
